listing_id,date
118707,2012-03-21
118707,2012-09-09
118707,2012-10-13
118707,2012-10-19
118707,2012-11-12
118707,2012-12-31
118707,2013-03-23
118707,2013-04-26
118707,2013-04-30
118707,2013-06-01
118707,2013-10-06
118707,2015-07-19
118707,2015-11-29
118707,2016-08-08
118707,2016-10-02
118707,2016-10-13
118707,2016-10-15
118707,2017-02-26
118707,2017-05-07
118707,2017-06-11
118707,2017-11-03
118707,2018-01-01
118707,2018-01-31
118707,2018-02-10
130097,2011-06-19
130097,2011-09-22
130097,2011-11-14
130097,2013-11-01
130097,2014-04-29
130097,2015-07-31
130097,2015-09-25
130097,2016-06-13
130097,2016-08-13
130097,2016-11-28
130097,2016-12-05
130097,2016-12-31
130097,2017-02-20
130097,2017-02-26
130097,2017-07-14
130097,2017-08-26
130097,2017-09-25
130097,2017-09-30
130097,2017-10-15
130097,2017-10-31
130097,2017-11-04
130097,2018-03-17
130097,2018-04-01
130097,2018-05-22
130097,2018-06-16
134357,2014-06-26
134357,2015-12-14
134357,2017-05-07
134357,2017-08-23
134357,2017-08-29
134357,2018-03-04
134357,2018-04-22
134361,2013-04-25
134361,2014-01-22
134361,2016-10-03
134361,2017-02-06
134361,2017-04-20
134504,2011-09-22
134504,2012-04-26
134504,2012-12-29
134504,2013-09-16
134504,2016-07-14
134504,2016-10-30
134504,2016-11-28
134504,2017-02-19
134504,2017-03-10
134581,2011-06-26
134581,2011-07-30
134581,2011-09-15
134581,2011-09-19
134581,2012-01-03
134581,2012-05-16
134581,2012-05-29
134581,2012-07-08
134581,2012-11-05
134581,2013-01-02
134581,2013-02-11
134581,2013-03-23
134581,2013-04-22
134581,2013-09-05
134581,2013-09-09
134581,2013-10-01
134581,2013-11-04
134581,2013-11-18
134581,2014-02-12
134581,2014-03-01
134581,2014-05-03
134581,2014-05-29
134581,2014-11-16
134581,2014-12-08
134581,2015-01-25
134581,2015-05-03
134581,2015-05-16
134581,2015-06-08
134581,2015-06-21
134581,2015-06-24
134581,2015-07-25
134581,2015-11-15
134581,2016-05-08
134581,2016-09-10
134581,2016-10-03
134581,2016-10-14
134581,2016-10-22
134581,2016-10-23
134581,2016-11-05
134581,2016-11-13
134581,2017-01-01
134581,2017-01-22
134581,2017-01-29
134581,2017-02-06
134581,2017-02-12
134581,2017-05-08
134581,2017-05-28
134581,2017-06-05
134581,2017-07-09
134581,2017-07-11
134581,2017-07-30
134581,2017-11-11
134581,2018-01-01
134581,2018-04-25
134581,2018-06-10
134581,2018-06-24
134687,2015-04-12
134687,2015-04-25
134687,2015-04-29
134687,2015-05-03
134687,2015-05-07
134687,2015-05-17
134687,2015-05-25
134687,2015-06-13
134687,2015-06-18
134687,2015-06-28
134687,2015-06-28
134687,2015-09-28
134687,2016-03-24
134687,2016-10-13
134687,2016-10-21
134687,2016-11-29
134687,2016-12-15
134687,2016-12-18
134687,2016-12-26
134687,2016-12-30
134687,2017-01-30
134687,2017-03-28
134687,2017-04-30
134687,2017-09-19
134687,2017-09-25
137971,2012-01-02
137971,2013-08-27
137971,2015-01-01
137971,2015-03-01
137971,2015-03-24
137971,2015-06-07
137971,2015-08-15
137971,2016-01-05
137971,2016-02-16
137971,2016-05-08
137971,2016-12-18
137971,2016-12-30
137971,2017-01-01
137971,2017-01-04
137971,2017-02-05
137971,2017-02-12
137971,2017-03-05
137971,2017-03-24
137971,2017-03-26
137971,2017-04-15
137971,2017-04-17
137971,2017-04-23
137971,2017-05-20
137971,2017-05-23
137971,2017-06-01
137971,2017-06-11
137971,2017-06-22
137971,2017-06-25
137971,2017-07-25
137971,2017-07-28
137971,2017-08-06
137971,2017-08-28
137971,2017-09-03
137971,2017-09-15
137971,2017-09-24
137971,2017-10-08
137971,2017-10-16
137971,2017-10-29
137971,2017-12-05
137971,2018-01-01
137971,2018-01-13
137971,2018-01-28
137971,2018-02-05
137971,2018-03-04
137971,2018-03-11
137971,2018-03-25
137971,2018-04-15
137971,2018-04-22
137971,2018-05-13
137971,2018-05-20
137971,2018-06-08
137971,2018-06-10
137971,2018-06-24
148114,2011-08-24
148114,2011-09-12
148114,2012-05-06
148114,2013-10-04
148114,2013-12-02
148114,2013-12-18
148114,2014-03-03
148114,2014-10-11
148114,2014-12-16
148114,2016-06-21
148114,2016-10-02
148797,2013-08-04
148797,2013-08-14
148797,2013-08-19
148797,2014-05-04
148797,2014-08-14
148797,2014-08-23
148797,2015-01-03
148797,2015-04-08
148797,2015-08-05
148797,2015-08-16
148797,2017-04-16
148797,2017-08-13
159836,2015-10-03
159836,2016-01-29
159836,2016-04-21
159836,2016-05-16
159836,2016-07-04
159836,2016-10-12
159836,2016-10-16
159836,2016-10-23
159836,2016-10-30
159836,2016-11-02
159836,2016-11-27
159836,2016-12-04
159836,2016-12-19
159836,2016-12-22
159836,2017-01-01
159836,2017-01-02
159836,2017-01-19
159836,2017-02-06
159836,2017-02-19
159836,2017-03-12
159836,2017-03-17
159836,2017-03-24
159836,2017-03-28
159836,2017-04-10
159836,2017-04-21
159836,2017-04-23
159836,2017-04-27
159836,2017-05-26
159836,2017-06-02
159836,2017-06-08
159836,2017-06-24
159836,2017-06-30
159836,2017-07-06
159836,2017-07-30
159836,2017-09-20
159836,2017-09-22
159836,2017-09-24
159836,2017-09-27
159836,2017-09-28
159836,2017-10-06
159836,2017-10-09
159836,2017-10-13
159836,2017-10-19
159836,2017-11-12
159836,2017-11-20
159836,2017-11-27
159836,2017-12-03
159836,2017-12-14
159836,2017-12-17
159836,2017-12-27
159836,2017-12-31
159836,2018-01-01
159836,2018-01-14
159836,2018-02-16
159836,2018-02-25
159836,2018-03-08
159836,2018-03-26
159836,2018-04-02
159836,2018-04-23
159836,2018-04-25
159836,2018-04-27
159836,2018-05-06
159836,2018-05-16
159836,2018-05-21
159836,2018-06-06
159836,2018-06-10
159836,2018-06-18
166510,2011-10-24
166510,2012-01-02
166510,2012-03-04
166510,2017-10-29
166510,2018-02-25
184201,2011-10-02
184201,2012-04-05
184201,2012-04-17
184201,2012-05-07
184201,2012-05-23
184201,2012-06-06
184201,2012-06-14
184201,2012-06-28
184201,2012-07-01
184201,2012-08-17
184201,2012-10-01
184201,2012-10-09
184201,2012-11-10
184201,2012-12-03
184201,2012-12-31
184201,2013-02-18
184201,2013-03-16
184201,2013-03-18
184201,2013-03-20
184201,2013-03-22
184201,2013-03-23
184201,2013-04-06
184201,2013-04-07
184201,2013-04-20
184201,2013-04-24
184201,2013-05-09
184201,2013-05-17
184201,2013-05-27
184201,2013-05-31
184201,2013-06-06
184201,2013-06-10
184201,2013-06-17
184201,2013-06-29
184201,2013-07-08
184201,2013-07-19
184201,2013-07-23
184201,2013-07-27
184201,2013-08-25
184201,2013-09-09
184201,2013-09-28
184201,2013-09-30
184201,2013-10-09
184201,2013-10-11
184201,2013-10-15
184201,2013-10-16
184201,2013-10-21
184201,2013-10-28
184201,2013-11-11
184201,2013-11-15
184201,2013-11-18
184201,2013-11-22
184201,2013-11-25
184201,2013-12-01
184201,2013-12-06
184201,2013-12-08
184201,2013-12-16
184201,2013-12-18
184201,2014-01-02
184201,2014-01-04
184201,2014-01-05
184201,2014-01-10
184201,2014-02-06
184201,2014-02-11
184201,2014-02-16
184201,2014-02-17
184201,2014-02-23
184201,2014-02-25
184201,2014-03-07
184201,2014-03-08
184201,2014-03-15
184201,2014-03-19
184201,2014-03-22
184201,2014-03-24
184201,2014-04-03
184201,2014-04-10
184201,2014-04-14
184201,2014-04-18
184201,2014-04-24
184201,2014-04-26
184201,2014-04-28
184201,2014-05-02
184201,2014-05-06
184201,2014-05-07
184201,2014-05-10
184201,2014-05-11
184201,2014-05-15
184201,2014-05-22
184201,2014-05-28
184201,2014-06-02
184201,2014-06-07
184201,2014-06-08
184201,2014-06-09
184201,2014-06-24
184201,2014-06-30
184201,2014-07-03
184201,2014-07-04
184201,2014-07-08
184201,2014-07-10
184201,2014-07-11
184201,2014-07-12
184201,2014-07-18
184201,2014-07-19
184201,2014-07-20
184201,2014-07-25
184201,2014-07-31
184201,2014-08-02
184201,2014-08-05
184201,2014-08-06
184201,2014-08-08
184201,2014-08-15
184201,2014-08-18
184201,2014-08-19
184201,2014-08-20
184201,2014-08-21
184201,2014-08-23
184201,2014-08-30
184201,2014-08-31
184201,2014-09-03
184201,2014-09-05
184201,2014-09-09
184201,2014-09-13
184201,2014-09-15
184201,2014-09-17
184201,2014-09-18
184201,2014-09-19
184201,2014-09-20
184201,2014-09-21
184201,2014-09-22
184201,2014-09-25
184201,2014-09-26
184201,2014-09-29
184201,2014-10-01
184201,2014-10-08
184201,2014-10-12
184201,2014-10-13
184201,2014-10-14
184201,2014-10-19
184201,2014-10-21
184201,2014-10-26
184201,2014-10-27
184201,2014-10-30
184201,2014-10-31
184201,2014-11-02
184201,2014-11-04
184201,2014-11-05
184201,2014-11-07
184201,2014-11-11
184201,2014-11-12
184201,2014-11-16
184201,2014-11-18
184201,2014-11-27
184201,2014-11-30
184201,2014-12-03
184201,2014-12-04
184201,2014-12-05
184201,2014-12-07
184201,2014-12-16
184201,2014-12-22
184201,2014-12-24
184201,2014-12-28
184201,2014-12-31
184201,2015-01-01
184201,2015-01-03
184201,2015-01-13
184201,2015-01-14
184201,2015-01-16
184201,2015-02-08
184201,2015-02-22
184201,2015-03-01
184201,2015-03-06
184201,2015-03-16
184201,2015-03-17
184201,2015-03-20
184201,2015-03-27
184201,2015-03-28
184201,2015-03-29
184201,2015-04-04
184201,2015-04-05
184201,2015-04-11
184201,2015-04-14
184201,2015-04-16
184201,2015-04-17
184201,2015-04-22
184201,2015-04-25
184201,2015-04-28
184201,2015-04-29
184201,2015-05-03
184201,2015-05-06
184201,2015-05-09
184201,2015-05-11
184201,2015-05-18
184201,2015-05-24
184201,2015-05-25
184201,2015-05-27
184201,2015-05-31
184201,2015-06-04
184201,2015-06-13
184201,2015-06-19
184201,2015-06-23
184201,2015-06-28
184201,2015-06-29
184201,2015-07-04
184201,2015-07-10
184201,2015-07-12
184201,2015-07-14
184201,2015-07-18
184201,2015-08-09
184201,2015-08-11
184201,2015-08-11
184201,2015-08-13
184201,2015-08-18
184201,2015-09-01
184201,2015-09-05
184201,2015-09-10
184201,2015-09-12
184201,2015-09-13
184201,2015-09-21
184201,2015-09-22
184201,2015-09-30
184201,2015-10-01
184201,2015-10-03
184201,2015-10-10
184201,2015-10-12
184201,2015-10-18
184201,2015-10-20
184201,2015-10-22
184201,2015-10-24
184201,2015-10-24
184201,2015-10-25
184201,2015-10-27
184201,2015-11-03
184201,2015-11-13
184201,2015-11-15
184201,2015-11-18
184201,2015-11-19
184201,2015-12-13
184201,2015-12-15
184201,2015-12-16
184201,2015-12-30
184201,2016-01-01
184201,2016-01-02
184201,2016-01-05
184201,2016-01-17
184201,2016-01-20
184201,2016-01-23
184201,2016-01-26
184201,2016-02-09
184201,2016-02-14
184201,2016-02-21
184201,2016-02-28
184201,2016-03-04
184201,2016-03-09
184201,2016-03-18
184201,2016-03-27
184201,2016-04-07
184201,2016-04-11
184201,2016-04-24
184201,2016-04-29
184201,2016-05-01
184201,2016-05-04
184201,2016-05-16
184201,2016-05-17
184201,2016-05-22
184201,2016-05-26
184201,2016-05-27
184201,2016-06-01
184201,2016-06-10
184201,2016-06-15
184201,2016-06-16
184201,2016-06-26
184201,2016-07-02
184201,2016-07-03
184201,2016-07-05
184201,2016-07-11
184201,2016-07-29
184201,2016-07-30
184201,2016-08-05
184201,2016-08-08
184201,2016-08-11
184201,2016-08-14
184201,2016-08-14
184201,2016-08-20
184201,2016-08-21
184201,2016-08-22
184201,2016-08-23
184201,2016-08-30
184201,2016-09-08
184201,2016-09-10
184201,2016-09-15
184201,2016-09-21
184201,2016-09-22
184201,2016-09-28
184201,2016-09-29
184201,2016-10-01
184201,2016-10-02
184201,2016-10-06
184201,2016-10-09
184201,2016-10-14
184201,2016-10-16
184201,2016-10-23
184201,2016-10-26
184201,2016-11-06
184201,2016-11-13
184201,2016-12-04
184201,2016-12-09
184201,2016-12-15
184201,2016-12-16
184201,2016-12-19
184201,2016-12-22
184201,2016-12-30
184201,2016-12-31
184201,2017-01-04
184201,2017-01-11
184201,2017-01-22
184201,2017-01-24
184201,2017-01-26
184201,2017-02-05
184201,2017-02-11
184201,2017-02-14
184201,2017-02-19
184201,2017-02-24
184201,2017-02-25
184201,2017-02-28
184201,2017-03-01
184201,2017-03-08
184201,2017-03-09
184201,2017-03-14
184201,2017-03-24
184201,2017-03-25
184201,2017-03-27
184201,2017-03-28
184201,2017-03-29
184201,2017-03-31
184201,2017-04-02
184201,2017-04-06
184201,2017-04-07
184201,2017-04-11
184201,2017-04-18
184201,2017-04-20
184201,2017-04-21
184201,2017-04-22
184201,2017-04-28
184201,2017-05-03
184201,2017-05-06
184201,2017-05-07
184201,2017-05-08
184201,2017-05-12
184201,2017-05-14
184201,2017-05-16
184201,2017-05-21
184201,2017-05-25
184201,2017-05-26
184201,2017-05-27
184201,2017-05-28
184201,2017-05-31
184201,2017-06-01
184201,2017-06-02
184201,2017-06-03
184201,2017-06-12
184201,2017-06-13
184201,2017-06-15
184201,2017-06-17
184201,2017-06-18
184201,2017-06-23
184201,2017-06-24
184201,2017-06-26
184201,2017-07-02
184201,2017-07-05
184201,2017-07-06
184201,2017-07-08
184201,2017-07-09
184201,2017-07-12
184201,2017-07-13
184201,2017-07-19
184201,2017-07-21
184201,2017-07-24
184201,2017-07-28
184201,2017-08-02
184201,2017-08-04
184201,2017-08-05
184201,2017-08-10
184201,2017-08-12
184201,2017-08-14
184201,2017-08-16
184201,2017-08-20
184201,2017-08-26
184201,2017-08-29
184201,2017-08-30
184201,2017-09-03
184201,2017-09-09
184201,2017-09-11
184201,2017-09-12
184201,2017-09-14
184201,2017-09-18
184201,2017-09-20
184201,2017-09-22
184201,2017-09-27
184201,2017-10-04
184201,2017-10-05
184201,2017-10-08
184201,2017-10-13
184201,2017-10-18
184201,2017-10-20
184201,2017-10-21
184201,2017-10-22
184201,2017-10-31
184201,2017-11-01
184201,2017-11-05
184201,2017-11-08
184201,2017-11-09
184201,2017-11-10
184201,2017-11-12
184201,2017-11-16
184201,2017-11-17
184201,2017-11-20
184201,2017-11-21
184201,2017-11-22
184201,2017-11-23
184201,2017-11-26
184201,2017-11-28
184201,2017-12-04
184201,2017-12-05
184201,2017-12-07
184201,2017-12-08
184201,2017-12-09
184201,2017-12-13
184201,2017-12-15
184201,2017-12-20
184201,2017-12-29
184201,2017-12-31
184201,2018-01-01
184201,2018-01-02
184201,2018-01-05
184201,2018-01-06
184201,2018-01-09
184201,2018-01-12
184201,2018-01-16
184201,2018-01-19
184201,2018-01-23
184201,2018-01-25
184201,2018-01-27
184201,2018-01-28
184201,2018-01-31
184201,2018-02-02
184201,2018-02-04
184201,2018-02-07
184201,2018-02-12
184201,2018-02-14
184201,2018-02-16
184201,2018-02-21
184201,2018-02-22
184201,2018-02-23
184201,2018-02-25
184201,2018-03-07
184201,2018-03-10
184201,2018-03-12
184201,2018-03-15
184201,2018-03-18
184201,2018-03-22
184201,2018-03-24
184201,2018-03-25
184201,2018-03-26
184201,2018-03-28
184201,2018-03-29
184201,2018-03-30
184201,2018-03-31
184201,2018-04-01
184201,2018-04-02
184201,2018-04-03
184201,2018-04-06
184201,2018-04-07
184201,2018-04-11
184201,2018-04-13
184201,2018-04-17
184201,2018-04-19
184201,2018-04-21
184201,2018-04-22
184201,2018-04-23
184201,2018-04-26
184201,2018-04-29
184201,2018-05-01
184201,2018-05-04
184201,2018-05-11
184201,2018-05-15
184201,2018-05-23
184201,2018-05-27
184201,2018-05-31
184201,2018-06-04
184201,2018-06-06
184201,2018-06-08
184201,2018-06-09
184201,2018-06-11
184201,2018-06-13
184201,2018-06-14
184201,2018-06-15
184201,2018-06-20
184201,2018-06-22
184201,2018-06-25
184201,2018-06-26
194933,2011-09-16
194933,2011-09-23
194933,2011-09-24
194933,2011-10-01
194933,2011-10-02
194933,2011-10-08
194933,2011-10-17
194933,2011-10-28
194933,2011-11-01
194933,2012-03-26
194933,2012-04-02
194933,2012-04-12
194933,2012-04-15
194933,2012-04-23
194933,2012-05-10
194933,2012-05-18
194933,2012-07-06
194933,2012-08-14
194933,2012-08-16
194933,2012-08-24
194933,2012-12-31
194933,2013-01-03
194933,2013-01-07
194933,2013-02-01
194933,2013-02-04
194933,2013-03-05
194933,2013-04-07
194933,2013-06-07
194933,2013-06-23
194933,2013-08-03
194933,2013-09-28
194933,2013-12-27
194933,2013-12-30
194933,2014-01-10
194933,2014-02-03
194933,2014-02-18
194933,2014-02-23
194933,2014-04-08
194933,2014-04-12
194933,2014-04-16
194933,2014-05-02
194933,2014-05-31
194933,2014-09-07
194933,2015-01-04
194933,2015-01-26
194933,2015-01-26
194933,2015-06-27
194933,2015-07-11
194933,2015-08-30
194933,2015-09-22
194933,2016-09-30
194933,2017-07-11
194933,2018-01-03
196623,2011-10-29
196623,2012-06-30
196623,2012-08-24
196623,2012-09-03
196623,2012-10-03
196623,2012-11-05
196623,2013-08-02
196623,2013-11-25
196623,2014-01-11
196623,2014-03-02
196623,2014-03-13
196623,2014-05-18
196623,2014-06-05
196623,2014-06-29
196623,2014-08-13
196623,2014-10-19
196623,2014-10-23
196623,2015-01-28
196623,2015-04-25
196623,2015-04-29
196623,2015-04-30
196623,2015-05-04
196623,2015-06-02
196623,2015-09-10
196623,2015-10-25
196623,2016-01-28
196623,2016-08-11
196623,2016-08-19
196623,2016-08-22
196623,2016-09-01
196623,2016-09-04
196623,2016-09-18
196623,2016-10-02
196623,2016-10-23
196623,2016-10-29
196623,2016-12-06
196623,2017-03-05
196623,2017-03-26
196623,2017-04-30
196623,2017-05-05
196623,2017-05-19
196623,2017-06-10
196623,2017-07-07
196623,2017-07-13
196623,2017-07-15
196623,2017-07-20
196623,2017-07-24
196623,2017-07-27
196623,2017-07-28
196623,2017-08-26
196623,2017-08-27
196623,2017-09-04
196623,2017-09-10
196623,2017-09-29
196623,2017-10-01
196623,2017-10-13
196623,2017-10-15
196623,2017-10-28
196623,2017-11-01
196623,2017-11-04
196623,2017-11-11
196623,2017-11-19
196623,2017-12-03
196623,2017-12-11
196623,2017-12-17
196623,2018-01-06
196623,2018-01-08
196623,2018-01-14
196623,2018-01-20
196623,2018-02-11
196623,2018-02-25
196623,2018-03-02
196623,2018-03-04
196623,2018-03-06
196623,2018-03-11
196623,2018-03-18
196623,2018-03-25
196623,2018-04-01
196623,2018-04-02
196623,2018-04-27
196623,2018-04-28
196623,2018-05-01
196623,2018-05-03
196623,2018-05-12
196623,2018-05-14
196623,2018-05-21
196623,2018-05-26
196623,2018-06-05
196623,2018-06-10
196623,2018-06-28
196623,2018-07-04
198943,2011-10-16
198943,2012-03-05
198943,2012-03-24
198943,2012-04-02
198943,2012-04-20
198943,2012-04-22
198943,2012-04-28
198943,2012-05-02
198943,2012-05-11
198943,2012-05-30
198943,2012-06-29
198943,2012-11-20
198943,2013-01-15
198943,2013-02-03
198943,2013-02-11
198943,2013-04-12
198943,2013-04-28
198943,2013-05-06
198943,2013-05-09
198943,2013-06-09
198943,2013-06-22
198943,2013-07-07
198943,2013-07-13
198943,2013-08-19
198943,2013-10-25
198943,2013-11-12
198943,2014-01-28
198943,2014-02-04
198943,2014-03-17
198943,2014-04-08
198943,2014-05-06
198943,2014-05-09
198943,2014-05-12
198943,2014-05-26
198943,2014-06-02
198943,2014-06-06
198943,2014-07-13
198943,2014-08-15
198943,2014-10-20
198943,2015-03-30
198943,2015-04-06
198943,2015-04-09
198943,2015-04-13
198943,2015-05-20
198943,2015-05-25
198943,2015-08-03
198943,2015-08-17
198943,2015-08-24
198943,2015-09-26
198943,2015-10-09
198943,2015-10-25
198943,2015-11-23
198943,2015-12-07
198943,2015-12-14
198943,2016-01-03
198943,2016-01-17
198943,2016-04-11
198943,2016-04-23
198943,2016-05-30
198943,2016-06-05
198943,2016-06-26
198943,2016-07-17
198943,2016-07-24
198943,2016-08-06
198943,2016-08-21
198943,2016-09-10
198943,2016-09-13
198943,2016-10-02
198943,2016-10-14
198943,2016-10-24
198943,2016-11-02
198943,2016-12-01
198943,2017-01-02
198943,2017-02-06
198943,2017-02-15
198943,2017-02-25
198943,2017-03-21
198943,2017-03-26
198943,2017-04-17
198943,2017-04-26
198943,2017-05-02
198943,2017-05-11
198943,2017-05-16
198943,2017-05-22
198943,2017-05-28
198943,2017-06-04
198943,2017-06-15
198943,2017-06-24
198943,2017-07-08
198943,2017-07-14
198943,2017-07-23
198943,2017-07-31
198943,2017-08-26
198943,2017-09-19
198943,2017-09-23
198943,2017-09-27
198943,2017-10-02
198943,2017-10-14
198943,2017-10-20
198943,2017-10-31
198943,2017-11-10
198943,2018-01-02
198943,2018-02-14
198943,2018-02-20
198943,2018-03-05
198943,2018-03-18
198943,2018-03-21
198943,2018-03-28
198943,2018-04-02
198943,2018-04-11
198943,2018-04-25
198943,2018-05-08
198943,2018-05-12
198943,2018-05-21
198943,2018-05-28
198943,2018-06-04
198943,2018-06-09
198943,2018-06-23
198943,2018-06-27
198943,2018-07-02
200385,2015-05-17
200385,2015-06-05
200385,2015-06-09
200385,2015-06-10
200385,2015-07-05
200385,2015-07-06
200385,2015-07-08
200385,2015-07-09
200385,2015-07-10
200385,2015-07-13
200385,2015-07-16
